state_ut,district,year,murder,rape,kidnapping_abduction_total,dacoity,dacoity_with_murder,robbery,theft,unlawful_assembly,riots,riots_communal,riots_industrial,riots_political,riots_caste_conflict,riots_students,counterfeiting,dowry_deaths,sexual_harassment,importation_of_girls_from_foriegn_country,humantrafficking,unnatural_offence
tamil nadu,thiruvallur,2004,20,16,,2,,5,195,,97,,,,,,0,14,,,,
tamil nadu,thiruvannamalai,2004,30,27,,2,,9,394,,172,,,,,,0,3,,,,
tamil nadu,thiruvarur,2004,24,7,,0,,2,215,,55,,,,,,0,2,,,,
tamil nadu,thoothugudi,2004,59,35,,3,,15,516,,6,,,,,,1,2,,,,
tamil nadu,trichy rly.,2004,0,0,,1,,3,66,,3,,,,,,0,0,,,,
tamil nadu,trichy rural,2004,58,16,,3,,5,157,,71,,,,,,0,5,,,,
tamil nadu,trichy urban,2004,13,0,,3,,1,374,,5,,,,,,0,4,,,,
tamil nadu,vellore,2004,60,17,,0,,6,575,,244,,,,,,3,6,,,,
tamil nadu,villupuram,2004,68,55,,5,,21,390,,275,,,,,,3,5,,,,
tamil nadu,virudhunagar,2004,36,18,,1,,13,486,,66,,,,,,0,3,,,,
tamil nadu,total,2004,1479,618,,72,,464,17530,,3433,,,,,,40,225,,,,
tripura,dhalai,2004,24,15,,3,,7,30,,35,,,,,,2,1,,,,
tripura,north,2004,26,46,,6,,14,56,,25,,,,,,2,0,,,,
tripura,south,2004,42,51,,6,,12,63,,30,,,,,,2,8,,,,
tripura,west,2004,97,48,,12,,13,111,,58,,,,,,6,11,,,,
tripura,total,2004,189,160,,27,,46,260,,148,,,,,,12,20,,,,
uttar pradesh,agra,2004,125,32,,10,,61,1053,,217,,,,,,17,70,,,,
uttar pradesh,aligarh,2004,193,58,,18,,111,804,,192,,,,,,1,36,,,,
uttar pradesh,allahabad,2004,144,23,,6,,55,579,,174,,,,,,7,57,,,,
uttar pradesh,ambedkar nagar,2004,37,10,,0,,28,108,,20,,,,,,3,4,,,,
uttar pradesh,auraiya,2004,47,4,,2,,10,56,,22,,,,,,0,20,,,,
uttar pradesh,azamgarh,2004,110,16,,8,,90,141,,109,,,,,,8,27,,,,
uttar pradesh,badaun,2004,212,35,,13,,60,262,,39,,,,,,1,50,,,,
uttar pradesh,baghpat,2004,85,11,,6,,33,118,,32,,,,,,3,16,,,,
uttar pradesh,bahraich,2004,45,16,,4,,12,126,,29,,,,,,2,16,,,,
uttar pradesh,ballia,2004,49,6,,3,,12,135,,75,,,,,,5,11,,,,
uttar pradesh,balrampur,2004,22,5,,0,,2,28,,9,,,,,,0,3,,,,
uttar pradesh,banda,2004,66,21,,2,,16,96,,21,,,,,,0,27,,,,
uttar pradesh,barabanki,2004,49,25,,3,,19,211,,39,,,,,,2,25,,,,
uttar pradesh,bareilly,2004,214,41,,27,,97,609,,113,,,,,,10,44,,,,
uttar pradesh,basti,2004,34,7,,0,,12,136,,35,,,,,,3,17,,,,
uttar pradesh,bijnor,2004,86,25,,3,,26,211,,55,,,,,,2,21,,,,
uttar pradesh,bulandshahar,2004,199,40,,3,,78,411,,74,,,,,,2,36,,,,
uttar pradesh,chandoli,2004,23,5,,2,,14,54,,12,,,,,,0,10,,,,
uttar pradesh,chitrakoot dham,2004,25,10,,1,,1,25,,7,,,,,,0,8,,,,
uttar pradesh,deoria,2004,44,12,,2,,16,86,,78,,,,,,2,16,,,,
uttar pradesh,etah,2004,148,26,,10,,40,224,,67,,,,,,2,47,,,,
uttar pradesh,etawah,2004,71,9,,1,,27,114,,29,,,,,,1,13,,,,
uttar pradesh,faizabad,2004,50,12,,0,,15,131,,28,,,,,,0,14,,,,
uttar pradesh,fatehgarh,2004,89,10,,3,,34,80,,21,,,,,,2,21,,,,
uttar pradesh,fatehpur,2004,87,10,,0,,14,89,,7,,,,,,0,23,,,,
uttar pradesh,firozabad,2004,123,10,,11,,70,411,,65,,,,,,0,48,,,,
uttar pradesh,g.r.p.,2004,15,2,,14,,40,1966,,8,,,,,,3,0,,,,
uttar pradesh,gautambudh nagar,2004,63,20,,10,,39,826,,45,,,,,,4,14,,,,
uttar pradesh,ghaziabad,2004,190,25,,3,,65,1523,,65,,,,,,4,35,,,,
uttar pradesh,ghazipur,2004,61,4,,4,,25,101,,52,,,,,,3,17,,,,
uttar pradesh,gonda,2004,52,14,,2,,11,120,,30,,,,,,0,15,,,,
uttar pradesh,gorakhpur,2004,98,24,,8,,47,357,,115,,,,,,0,25,,,,
uttar pradesh,hamirpur,2004,50,12,,1,,12,55,,13,,,,,,0,16,,,,
uttar pradesh,hardoi,2004,116,37,,1,,35,229,,19,,,,,,1,44,,,,
uttar pradesh,hathras,2004,66,16,,17,,56,228,,99,,,,,,0,24,,,,
uttar pradesh,j.p.nagar,2004,76,27,,8,,44,111,,44,,,,,,3,6,,,,
uttar pradesh,jalaun,2004,88,7,,4,,21,125,,23,,,,,,1,28,,,,
uttar pradesh,jaunpur,2004,53,19,,2,,40,160,,55,,,,,,1,29,,,,
uttar pradesh,jhansi,2004,70,16,,4,,19,158,,46,,,,,,0,25,,,,
uttar pradesh,kannauj,2004,66,5,,1,,19,69,,26,,,,,,1,22,,,,
uttar pradesh,kanpur dehat,2004,46,13,,4,,12,141,,48,,,,,,0,25,,,,
uttar pradesh,kanpur nagar,2004,149,20,,5,,62,938,,96,,,,,,7,46,,,,
uttar pradesh,kaushambi,2004,65,14,,3,,17,74,,9,,,,,,0,19,,,,
uttar pradesh,khiri,2004,113,43,,3,,34,350,,58,,,,,,1,58,,,,
uttar pradesh,kushi nagar,2004,46,13,,1,,23,107,,77,,,,,,2,21,,,,
uttar pradesh,lalitpur,2004,16,4,,0,,2,54,,19,,,,,,0,6,,,,
uttar pradesh,lucknow,2004,173,46,,12,,109,2279,,150,,,,,,19,48,,,,
uttar pradesh,maharajganj,2004,25,8,,1,,7,39,,27,,,,,,4,8,,,,
uttar pradesh,mahoba,2004,36,6,,0,,4,29,,6,,,,,,0,5,,,,
uttar pradesh,mainpuri,2004,127,8,,8,,47,176,,64,,,,,,3,35,,,,
uttar pradesh,mathura,2004,96,24,,7,,51,388,,80,,,,,,7,22,,,,
uttar pradesh,mau,2004,42,3,,1,,27,92,,69,,,,,,3,9,,,,
uttar pradesh,meerut,2004,225,33,,21,,146,1192,,131,,,,,,7,19,,,,
uttar pradesh,mirzapur,2004,36,12,,4,,24,80,,23,,,,,,1,20,,,,
uttar pradesh,moradabad,2004,194,57,,18,,89,527,,89,,,,,,10,27,,,,
uttar pradesh,muzaffarnagar,2004,253,44,,8,,93,563,,91,,,,,,0,23,,,,
uttar pradesh,pilibhit,2004,74,28,,11,,27,165,,37,,,,,,2,21,,,,
uttar pradesh,pratapgarh,2004,63,18,,1,,18,177,,75,,,,,,0,22,,,,
uttar pradesh,raibareilly,2004,74,42,,4,,26,220,,52,,,,,,1,23,,,,
uttar pradesh,rampur,2004,74,22,,2,,23,225,,38,,,,,,5,14,,,,
uttar pradesh,saharanpur,2004,93,22,,4,,47,477,,84,,,,,,4,19,,,,
uttar pradesh,sant kabirnagar,2004,19,6,,1,,6,50,,40,,,,,,2,4,,,,
uttar pradesh,shahjahanpur,2004,137,31,,10,,48,216,,34,,,,,,1,41,,,,
uttar pradesh,shrawasti,2004,17,4,,0,,6,32,,11,,,,,,0,6,,,,
uttar pradesh,sidharthnagar,2004,23,10,,9,,8,91,,25,,,,,,2,16,,,,
uttar pradesh,sitapur,2004,152,72,,2,,73,460,,97,,,,,,3,71,,,,
uttar pradesh,sonbhadra,2004,34,6,,6,,6,52,,18,,,,,,0,11,,,,
uttar pradesh,st.ravidasnagar,2004,21,3,,9,,21,63,,29,,,,,,0,13,,,,
uttar pradesh,sultanpur,2004,59,18,,1,,32,220,,18,,,,,,3,17,,,,
uttar pradesh,unnao,2004,123,45,,3,,36,151,,59,,,,,,1,29,,,,
uttar pradesh,varanasi,2004,80,15,,2,,56,570,,52,,,,,,6,30,,,,
uttar pradesh,total,2004,6126,1397,,378,,2606,22524,,3915,,,,,,188,1708,,,,
uttarakhand,almora,2004,10,1,,0,,6,27,,9,,,,,,0,7,,,,
uttarakhand,bageshwar,2004,4,5,,0,,4,6,,1,,,,,,0,4,,,,
uttarakhand,chamoli,2004,5,4,,0,,1,13,,14,,,,,,0,1,,,,
uttarakhand,champawat,2004,6,2,,1,,1,8,,2,,,,,,0,0,,,,
uttarakhand,dehradun,2004,42,21,,2,,24,426,,78,,,,,,4,6,,,,
uttarakhand,haridwar,2004,56,33,,13,,41,401,,87,,,,,,2,10,,,,
uttarakhand,nainital,2004,43,6,,4,,23,219,,29,,,,,,4,6,,,,
uttarakhand,pauri garhwal,2004,19,6,,2,,7,47,,28,,,,,,1,7,,,,
uttarakhand,pithoragarh,2004,5,9,,2,,7,21,,15,,,,,,0,8,,,,
uttarakhand,rudra prayag,2004,4,4,,0,,4,6,,23,,,,,,0,6,,,,
uttarakhand,tehri garhwal,2004,11,4,,0,,0,33,,14,,,,,,0,4,,,,
uttarakhand,udhamsingh nagar,2004,53,15,,13,,47,359,,127,,,,,,2,21,,,,
uttarakhand,uttarkashi,2004,4,5,,0,,0,31,,17,,,,,,0,2,,,,
uttarakhand,total,2004,262,115,,37,,165,1597,,444,,,,,,13,82,,,,
west bengal,24 parganas north,2004,177,176,,32,,72,2196,,208,,,,,,19,55,,,,
west bengal,24 parganas south,2004,130,122,,13,,33,1597,,231,,,,,,3,43,,,,
west bengal,asansol,2004,28,9,,3,,7,112,,62,,,,,,0,7,,,,
west bengal,bankura,2004,37,49,,10,,21,374,,60,,,,,,7,22,,,,
west bengal,birbhum,2004,51,58,,6,,16,221,,187,,,,,,1,9,,,,
west bengal,burdwan,2004,110,92,,10,,22,382,,209,,,,,,4,40,,,,
west bengal,coochbehar,2004,20,92,,0,,3,151,,15,,,,,,6,6,,,,
west bengal,dakshin dinajpur,2004,16,33,,1,,3,85,,24,,,,,,2,8,,,,
west bengal,darjeeling,2004,43,21,,7,,5,393,,19,,,,,,5,8,,,,
west bengal,hooghly,2004,82,56,,12,,39,645,,399,,,,,,5,23,,,,
west bengal,howrah,2004,31,21,,12,,13,206,,98,,,,,,1,15,,,,
west bengal,howrah city,2004,30,15,,10,,22,402,,33,,,,,,2,5,,,,
west bengal,howrah g.r.p.,2004,10,1,,1,,5,275,,12,,,,,,1,0,,,,
west bengal,jalpaiguri,2004,118,83,,6,,14,661,,37,,,,,,7,8,,,,
west bengal,kharagpur g.r.p.,2004,8,0,,6,,5,115,,3,,,,,,1,0,,,,
west bengal,kolkata,2004,37,27,,19,,117,3695,,227,,,,,,12,10,,,,
west bengal,malda,2004,63,97,,8,,17,363,,43,,,,,,14,4,,,,
west bengal,murshidabad,2004,111,197,,8,,23,429,,173,,,,,,12,32,,,,
west bengal,nadia,2004,99,108,,7,,14,757,,168,,,,,,13,30,,,,
west bengal,paschim midnapur,2004,81,74,,26,,30,437,,212,,,,,,1,16,,,,
west bengal,purab midnapur,2004,50,49,,4,,15,217,,201,,,,,,1,36,,,,
west bengal,purulia,2004,40,43,,3,,14,145,,44,,,,,,0,8,,,,
west bengal,sealdah g.r.p.,2004,14,5,,1,,14,279,,8,,,,,,0,0,,,,
west bengal,siliguri g.r.p.,2004,3,0,,1,,3,81,,1,,,,,,1,2,,,,
west bengal,uttar dinajpur,2004,36,47,,6,,8,247,,17,,,,,,7,9,,,,
west bengal,total,2004,1425,1475,,212,,535,14465,,2691,,,,,,125,396,,,,
a&n islands,andaman,2004,13,10,,0,,3,100,,9,,,,,,0,0,,,,
a&n islands,nicobar,2004,2,0,,0,,0,3,,0,,,,,,0,0,,,,
a&n islands,total,2004,15,10,,0,,3,103,,9,,,,,,0,0,,,,
chandigarh,chandigarh,2004,22,19,,0,,6,1459,,43,,,,,,4,6,,,,
chandigarh,total,2004,22,19,,0,,6,1459,,43,,,,,,4,6,,,,
d&n haveli,d and n haveli,2004,11,7,,3,,2,53,,17,,,,,,0,0,,,,
d&n haveli,total,2004,11,7,,3,,2,53,,17,,,,,,0,0,,,,
daman&diu,daman,2004,2,1,,0,,1,27,,19,,,,,,0,0,,,,
daman&diu,diu,2004,1,0,,0,,0,0,,0,,,,,,0,0,,,,
daman&diu,total,2004,3,1,,0,,1,27,,19,,,,,,0,0,,,,
delhi ut,central,2004,16,27,,1,,18,1324,,8,,,,,,5,1,,,,
delhi ut,delhi ut total,2004,481,551,,30,,461,18994,,67,,,,,,44,126,,,,
delhi ut,east,2004,52,62,,6,,52,2275,,6,,,,,,3,13,,,,
delhi ut,g.r.p.(rly),2004,6,5,,1,,6,1071,,0,,,,,,0,2,,,,
delhi ut,i.g.i. airport,2004,1,1,,0,,6,88,,2,,,,,,1,0,,,,
delhi ut,new delhi,2004,6,8,,0,,9,1166,,2,,,,,,0,1,,,,
delhi ut,north,2004,25,23,,5,,30,1155,,6,,,,,,11,6,,,,
delhi ut,north east,2004,54,67,,4,,65,1033,,4,,,,,,7,18,,,,
delhi ut,north west,2004,129,124,,4,,120,2594,,11,,,,,,7,29,,,,
delhi ut,s.t.f.,2004,1,1,,0,,0,2,,0,,,,,,2,0,,,,
delhi ut,south,2004,80,96,,5,,54,4000,,10,,,,,,4,21,,,,
delhi ut,south west,2004,44,79,,3,,51,1774,,13,,,,,,2,11,,,,
delhi ut,west,2004,67,58,,1,,50,2512,,5,,,,,,2,24,,,,
lakshadweep,lakshadweep,2004,0,0,,0,,0,5,,37,,,,,,1,0,,,,
lakshadweep,total,2004,0,0,,0,,0,5,,37,,,,,,1,0,,,,
puducherry,pondicherry,2004,25,4,,0,,1,634,,147,,,,,,2,6,,,,
puducherry,total,2004,25,4,,0,,1,634,,147,,,,,,2,6,,,,
andhra pradesh,adilabad,2005,108,53,,9,,20,329,,68,,,,,,4,21,,,,
andhra pradesh,anantapur,2005,172,16,,17,,21,439,,102,,,,,,7,12,,,,
andhra pradesh,chittoor,2005,105,35,,9,,24,1269,,87,,,,,,10,9,,,,
andhra pradesh,cuddapah,2005,96,21,,9,,11,297,,66,,,,,,7,7,,,,
andhra pradesh,cyberabad,2005,150,44,,26,,95,2287,,44,,,,,,5,34,,,,
andhra pradesh,east godavari,2005,110,27,,3,,28,1286,,98,,,,,,24,15,,,,
andhra pradesh,guntakal rly.,2005,12,0,,1,,4,129,,1,,,,,,0,4,,,,
andhra pradesh,guntur,2005,165,55,,14,,35,1266,,110,,,,,,14,16,,,,
andhra pradesh,hyderabad city,2005,108,67,,8,,125,5022,,96,,,,,,17,27,,,,
andhra pradesh,karimnagar,2005,164,84,,10,,37,740,,174,,,,,,3,52,,,,
andhra pradesh,khammam,2005,110,21,,9,,25,567,,151,,,,,,5,14,,,,
andhra pradesh,krishna,2005,69,27,,3,,17,653,,44,,,,,,4,11,,,,
andhra pradesh,kurnool,2005,140,29,,16,,16,373,,125,,,,,,12,9,,,,
andhra pradesh,mahaboobnagar,2005,212,62,,21,,43,575,,112,,,,,,8,17,,,,
andhra pradesh,medak,2005,133,36,,15,,24,424,,32,,,,,,14,28,,,,
andhra pradesh,nalgonda,2005,138,49,,13,,37,480,,102,,,,,,6,30,,,,
andhra pradesh,nellore,2005,86,33,,6,,26,759,,66,,,,,,7,11,,,,
andhra pradesh,nizamabad,2005,88,26,,15,,41,494,,49,,,,,,10,16,,,,
andhra pradesh,prakasham,2005,106,27,,10,,19,406,,56,,,,,,10,7,,,,
andhra pradesh,ranga reddy,2005,62,15,,7,,9,160,,23,,,,,,3,22,,,,
andhra pradesh,secunderabad rly.,2005,11,0,,2,,2,407,,0,,,,,,10,2,,,,
andhra pradesh,srikakulam,2005,36,15,,1,,11,211,,18,,,,,,11,9,,,,
andhra pradesh,vijayawada,2005,41,32,,3,,31,1724,,9,,,,,,8,8,,,,
andhra pradesh,vijayawada rly.,2005,5,0,,0,,0,261,,0,,,,,,0,0,,,,
andhra pradesh,visakha rural,2005,55,18,,2,,12,162,,47,,,,,,5,7,,,,
andhra pradesh,visakhapatnam,2005,27,28,,6,,19,987,,31,,,,,,24,2,,,,
andhra pradesh,vizianagaram,2005,43,12,,6,,6,217,,12,,,,,,2,7,,,,
andhra pradesh,warangal,2005,117,34,,7,,29,650,,249,,,,,,17,29,,,,
andhra pradesh,west godavari,2005,81,69,,2,,27,1204,,54,,,,,,10,17,,,,
andhra pradesh,total,2005,2750,935,,250,,794,23778,,2026,,,,,,257,443,,,,
arunachal pradesh,changlang,2005,9,2,,0,,4,25,,0,,,,,,0,0,,,,
arunachal pradesh,dibang valley,2005,4,0,,3,,1,37,,0,,,,,,0,0,,,,
arunachal pradesh,k/kumey,2005,4,1,,0,,0,8,,0,,,,,,0,0,,,,
arunachal pradesh,kameng east,2005,4,2,,3,,3,18,,0,,,,,,0,0,,,,
arunachal pradesh,kameng west,2005,6,0,,1,,4,25,,0,,,,,,0,0,,,,
arunachal pradesh,lohit,2005,14,3,,1,,5,22,,0,,,,,,1,0,,,,
arunachal pradesh,papum pare,2005,10,6,,3,,16,180,,11,,,,,,2,0,,,,
arunachal pradesh,siang east,2005,3,13,,3,,19,66,,2,,,,,,0,0,,,,
arunachal pradesh,siang upper,2005,5,2,,0,,0,16,,0,,,,,,0,0,,,,
arunachal pradesh,siang west,2005,4,3,,2,,6,51,,4,,,,,,0,0,,,,
arunachal pradesh,subansiri lower,2005,5,0,,0,,4,12,,0,,,,,,0,0,,,,
arunachal pradesh,subansiri upper,2005,4,2,,3,,10,28,,5,,,,,,0,0,,,,
arunachal pradesh,tawang,2005,2,1,,0,,1,18,,0,,,,,,0,0,,,,
arunachal pradesh,tirap,2005,3,0,,4,,3,17,,1,,,,,,1,0,,,,
arunachal pradesh,upper dibang valley,2005,4,0,,0,,1,8,,0,,,,,,0,0,,,,
arunachal pradesh,total,2005,81,35,,23,,77,531,,23,,,,,,4,0,,,,
assam,barpeta,2005,38,56,,27,,17,137,,178,,,,,,2,8,,,,
assam,baska,2005,21,9,,5,,8,32,,6,,,,,,1,0,,,,
assam,bongaigaon,2005,19,38,,7,,6,80,,32,,,,,,3,3,,,,
assam,c.i.d.,2005,0,0,,0,,0,0,,0,,,,,,0,0,,,,
assam,cachar,2005,51,51,,19,,20,406,,377,,,,,,4,4,,,,
assam,chirang,2005,17,17,,4,,3,22,,6,,,,,,0,7,,,,
assam,darrang,2005,25,47,,20,,8,105,,20,,,,,,8,4,,,,
assam,dhemaji,2005,20,52,,3,,9,121,,22,,,,,,3,4,,,,
assam,dhubri,2005,40,101,,14,,10,145,,571,,,,,,4,10,,,,
assam,dibrugarh,2005,113,57,,6,,23,402,,38,,,,,,1,4,,,,
assam,g.r.p.,2005,4,2,,4,,5,105,,9,,,,,,0,0,,,,
assam,goalpara,2005,31,40,,14,,12,127,,93,,,,,,3,3,,,,
assam,golaghat,2005,61,54,,10,,28,261,,0,,,,,,13,0,,,,
assam,guwahati city,2005,39,38,,6,,96,1389,,60,,,,,,15,6,,,,
assam,hailakandi,2005,18,18,,12,,6,66,,134,,,,,,0,1,,,,
assam,jorhat,2005,51,29,,0,,10,195,,17,,,,,,5,0,,,,
assam,kamrup,2005,31,73,,20,,13,210,,70,,,,,,3,0,,,,
assam,karbi anglong,2005,76,8,,12,,11,92,,37,,,,,,1,2,,,,
assam,karimganj,2005,30,28,,4,,5,156,,209,,,,,,3,9,,,,
assam,kokrajhar,2005,46,36,,8,,14,83,,87,,,,,,1,2,,,,
assam,lakhimpur,2005,36,69,,4,,6,280,,61,,,,,,5,4,,,,
assam,morigaon,2005,22,52,,1,,6,139,,72,,,,,,2,3,,,,
assam,n.c.hills,2005,11,1,,1,,11,50,,5,,,,,,0,0,,,,
assam,nagaon,2005,88,149,,56,,42,405,,286,,,,,,9,2,,,,
assam,nalbari,2005,17,27,,7,,6,97,,10,,,,,,0,2,,,,
assam,r.p.o.,2005,10,8,,4,,3,13,,18,,,,,,0,0,,,,
assam,sibsagar,2005,61,38,,12,,9,277,,59,,,,,,2,2,,,,
assam,sonitpur,2005,87,77,,26,,27,494,,258,,,,,,11,3,,,,
assam,tinsukia,2005,92,42,,17,,25,374,,9,,,,,,0,10,,,,
assam,udalguri,2005,39,21,,11,,12,106,,16,,,,,,4,6,,,,
assam,total,2005,1194,1238,,334,,451,6369,,2760,,,,,,103,99,,,,
bihar,araria,2005,68,29,,37,,42,138,,300,,,,,,1,9,,,,
bihar,arwal,2005,28,1,,10,,14,47,,30,,,,,,0,11,,,,
bihar,aurangabad,2005,60,17,,19,,27,243,,193,,,,,,0,29,,,,
bihar,bagaha,2005,40,8,,1,,4,99,,141,,,,,,0,3,,,,
bihar,banka,2005,58,43,,32,,15,114,,196,,,,,,2,13,,,,
bihar,begusarai,2005,128,20,,11,,56,253,,160,,,,,,4,25,,,,
bihar,bettiah,2005,76,51,,33,,33,306,,304,,,,,,0,19,,,,
bihar,bhabhua,2005,58,14,,21,,21,151,,82,,,,,,1,16,,,,
bihar,bhagalpur,2005,93,75,,14,,58,394,,254,,,,,,4,18,,,,
bihar,bhojpur,2005,158,14,,32,,46,293,,194,,,,,,0,38,,,,
bihar,buxar,2005,68,6,,35,,35,312,,153,,,,,,0,30,,,,
bihar,darbhanga,2005,44,65,,27,,20,285,,211,,,,,,0,33,,,,
bihar,gaya,2005,158,22,,112,,129,410,,405,,,,,,0,8,,,,
bihar,gopalganj,2005,74,24,,10,,53,205,,188,,,,,,0,25,,,,
bihar,jamalpur rly.,2005,7,0,,13,,7,108,,3,,,,,,0,0,,,,
bihar,jamui,2005,93,33,,39,,44,102,,109,,,,,,0,22,,,,
bihar,jehanabad,2005,52,16,,35,,35,150,,95,,,,,,0,7,,,,
bihar,katihar,2005,78,88,,19,,34,146,,124,,,,,,2,26,,,,
bihar,katihar rly.,2005,11,2,,2,,13,214,,8,,,,,,0,1,,,,
bihar,khagaria,2005,48,14,,12,,39,14,,140,,,,,,0,12,,,,
bihar,kishanganj,2005,17,61,,10,,10,122,,95,,,,,,1,3,,,,
bihar,lakhisarai,2005,57,3,,8,,33,81,,56,,,,,,0,8,,,,
bihar,madhepura,2005,52,15,,17,,38,50,,100,,,,,,1,10,,,,
bihar,madhubani,2005,69,42,,45,,31,196,,313,,,,,,0,17,,,,
bihar,motihari,2005,111,24,,52,,67,437,,366,,,,,,0,51,,,,
bihar,munger,2005,95,18,,19,,64,219,,154,,,,,,1,11,,,,
bihar,muzaffarpur,2005,131,80,,48,,95,763,,407,,,,,,4,67,,,,
bihar,muzaffarpur rly.,2005,26,1,,10,,15,275,,19,,,,,,0,0,,,,
bihar,nalanda,2005,150,25,,39,,89,312,,169,,,,,,3,65,,,,
bihar,naugachia,2005,43,6,,12,,40,65,,109,,,,,,2,9,,,,
bihar,nawadah,2005,83,23,,16,,30,117,,266,,,,,,4,22,,,,
bihar,patna,2005,436,57,,127,,633,1356,,484,,,,,,3,85,,,,
bihar,patna rly.,2005,15,0,,15,,27,601,,6,,,,,,2,2,,,,
bihar,purnea,2005,113,39,,38,,95,218,,152,,,,,,0,6,,,,
bihar,rohtas,2005,107,18,,23,,26,315,,137,,,,,,10,37,,,,
bihar,saharsa,2005,17,11,,6,,28,112,,185,,,,,,1,5,,,,
bihar,samastipur,2005,121,28,,19,,61,291,,302,,,,,,0,40,,,,
bihar,saran,2005,125,32,,52,,24,321,,170,,,,,,1,76,,,,
bihar,sheikhpura,2005,33,1,,4,,14,51,,58,,,,,,0,12,,,,
bihar,sheohar,2005,11,9,,15,,6,28,,78,,,,,,0,1,,,,
bihar,sitamarhi,2005,63,32,,21,,18,206,,245,,,,,,1,32,,,,
bihar,siwan,2005,93,27,,50,,119,212,,182,,,,,,0,31,,,,
bihar,supaul,2005,34,40,,38,,36,103,,223,,,,,,0,7,,,,
bihar,vaishali,2005,69,13,,14,,50,377,,105,,,,,,2,72,,,,
bihar,total,2005,3471,1147,,1212,,2374,10812,,7671,,,,,,50,1014,,,,
chhattisgarh,balrampur,2005,29,36,,16,,14,19,,24,,,,,,0,0,,,,
chhattisgarh,bilaspur,2005,94,77,,4,,50,779,,152,,,,,,14,18,,,,
chhattisgarh,bizapur,2005,76,5,,61,,4,6,,13,,,,,,0,0,,,,
chhattisgarh,dantewara,2005,73,15,,13,,3,58,,12,,,,,,1,0,,,,
chhattisgarh,dhamtari,2005,11,26,,0,,3,128,,20,,,,,,2,2,,,,
chhattisgarh,durg,2005,90,128,,1,,71,950,,54,,,,,,5,14,,,,
chhattisgarh,grp raipur,2005,5,2,,0,,6,238,,5,,,,,,2,2,,,,
chhattisgarh,jagdalpur,2005,63,74,,8,,12,173,,54,,,,,,3,3,,,,
chhattisgarh,janjgir,2005,50,43,,3,,8,301,,102,,,,,,7,12,,,,
chhattisgarh,jashpur,2005,63,68,,7,,34,72,,16,,,,,,1,3,,,,
chhattisgarh,kabirdham,2005,16,24,,0,,1,119,,23,,,,,,0,1,,,,
chhattisgarh,kanker,2005,40,32,,28,,14,64,,37,,,,,,2,0,,,,
chhattisgarh,korba,2005,35,27,,2,,15,322,,33,,,,,,3,7,,,,
chhattisgarh,koriya,2005,34,51,,4,,15,128,,27,,,,,,0,3,,,,
chhattisgarh,mahasamund,2005,19,25,,2,,10,219,,13,,,,,,3,3,,,,
chhattisgarh,narayanpur,2005,13,1,,24,,7,6,,1,,,,,,0,0,,,,
chhattisgarh,raigarh,2005,62,35,,8,,30,430,,61,,,,,,1,9,,,,
chhattisgarh,raipur,2005,92,125,,4,,42,1027,,101,,,,,,27,16,,,,
chhattisgarh,rajnandgaon,2005,40,81,,7,,16,234,,29,,,,,,0,5,,,,
chhattisgarh,sarguja,2005,52,74,,10,,28,198,,70,,,,,,2,1,,,,
chhattisgarh,surajpur,2005,56,41,,2,,18,129,,46,,,,,,0,1,,,,
chhattisgarh,total,2005,1013,990,,204,,401,5600,,893,,,,,,73,100,,,,
goa,north goa,2005,22,11,,1,,15,290,,32,,,,,,3,0,,,,
goa,south goa,2005,23,9,,1,,13,205,,13,,,,,,3,2,,,,
goa,total,2005,45,20,,2,,28,495,,45,,,,,,6,2,,,,
gujarat,ahmedabad commr.,2005,76,35,,23,,159,5359,,150,,,,,,9,1,,,,
gujarat,ahmedabad rural,2005,28,7,,9,,29,242,,48,,,,,,8,0,,,,
gujarat,ahwa-dang,2005,5,5,,0,,1,3,,3,,,,,,1,0,,,,
gujarat,amreli,2005,24,11,,3,,18,186,,28,,,,,,16,2,,,,
gujarat,anand,2005,20,7,,8,,17,320,,20,,,,,,8,1,,,,
gujarat,bharuch,2005,35,8,,8,,14,323,,29,,,,,,10,0,,,,
gujarat,bhavnagar,2005,66,14,,30,,164,1116,,190,,,,,,46,3,,,,
gujarat,dahod,2005,48,9,,20,,26,128,,54,,,,,,4,0,,,,
gujarat,gandhinagar,2005,20,9,,5,,23,395,,19,,,,,,9,4,,,,
gujarat,himatnagar,2005,26,12,,15,,20,222,,60,,,,,,28,0,,,,
gujarat,jamnagar,2005,41,14,,1,,14,402,,45,,,,,,16,0,,,,
gujarat,junagadh,2005,33,13,,6,,43,469,,67,,,,,,35,5,,,,
gujarat,kheda north,2005,30,14,,7,,18,336,,42,,,,,,15,0,,,,
gujarat,kutch,2005,35,9,,9,,33,411,,61,,,,,,15,4,,,,
gujarat,mehsana,2005,30,6,,19,,55,599,,71,,,,,,14,1,,,,
gujarat,narmada,2005,15,6,,4,,2,30,,19,,,,,,0,0,,,,
gujarat,navsari,2005,14,6,,4,,7,95,,5,,,,,,11,2,,,,
gujarat,palanpur,2005,40,11,,11,,20,306,,34,,,,,,14,1,,,,
gujarat,panchmahal,2005,50,12,,5,,23,251,,28,,,,,,7,1,,,,
gujarat,patan,2005,24,6,,6,,13,303,,38,,,,,,10,0,,,,
gujarat,porbandar,2005,10,1,,0,,13,61,,7,,,,,,7,1,,,,
